,name,year,artist,lyric,,
36,A mí no me hablen de tango,,José María Contursi,"En esta noche de capricho y de fandango, no sé con qué me van a hablar a mí de tango. Si en los portones de Palermo fui como el patrón, juego de taba y milonga. Y en la mistonga domingada en los corrales fui respetado como en tantos carnavales. ¡Cuántos recuerdos queridos! ¡Cómo poder olvidar!  ¿Dónde quedó mi casa vieja, con sus glicinas y el balcón? Y aquel susurro juvenil humedecido de emoción tras de las rejas. Patio de piedras desparejas bajo la sombra del parral con mi guitarra y mi canción. ¡Si me dan ganas de estrujar al corazón!  No quiero hacer jamás alarde de mi rango pero no sé con qué me van a hablar de tango Con pantalón de fantasía y taco militar, ¡si habré copado paradas! En madrugadas de caprichos y fandango, lo que se baila es cualquier cosa menos tango. Tango era el que antes bailaron El Mocho y El Cachafaz.  ¡A ver, que sirvan más copas, para poder olvidar!",,
37,A mi país,,Roberto Díaz [b],"País, se gasta el corazón pidiéndote perdón buscando tu raíz.  País, de bronca con razón, de timba y corrupción de chantas que sufrís.  País, de pibes sin colchón, de guita que el ladrón se afana en tu nariz.  País, que premia al charlatán, y al que se gana el pan lo tilda de infeliz.  Las cosas que tuviste que aguantar por miedo. Las veces que tuviste que decir: ""no puedo"". ¡Cuántas palabras al garete! ¡Cuántos discursos al divino cuete! y cuántos hijos de tu amor, tirados al dolor, tomados pa'l churrete.  Ya estás cansado de penar y de que todo siga igual cuando ya es tiempo de cambiar.  País, que tiene la ilusión perdida entre el montón de dramas que sufrís.  País, con aires de campeón noqueado en un rincón por guantes de aprendiz.  País, es bueno que tu voz a fuerza de pulmón se escuche en el país.  País, es hora de entender que un pueblo sin crecer no puede ser feliz.",,
38,A mi viejo querido,,Nelson Pilosof,"La ternura de tu última mirada nunca el tiempo ha podido borrar esa cálida presencia tan serena siempre fresca en mi recuerdo está.  Los años van pasando inexorables y por siempre entre los tuyos se quedó el recuerdo de ese verbo tan amado que como un faro mi camino alumbró.  Cuántas alegrías alivian la tristeza siguiendo aquellos rumbos que tu alma sugirió torrente de cariño, humildad, nobleza todo lo convivido llevo en el corazón.  Te despediste temprano de nosotros, en horas de amargura y dolor, mas la muerte trasciende y supera quien la vida ilumina con amor.  Llevo tu sangre mi viejo querido y mientras viva conmigo guardaré la ternura de tu última mirada arraigada en el fondo de mi ser.",,
39,A Montmartre,1929,José González Castillo,"Montmartre, tan parisino, ensueño de juventud... ¿Quién te hizo tan argentino, con tu molino, con tu “faubourg”? ¡Colina de la locura, borracha de bandoneón!... Si el tango mató tu calma, te trajo un alma ¡con su emoción!...  Cuando cantan los veinte años como un tango su ilusión, y se agitan como alas que tuviera el corazón, no hay nada inmenso para su vuelo, ni el cielo, ni la mar... y a Montmartre, desde Boedo, hay un paso nada más...  ¡Muchachos, hasta el regreso!... ¡Que los acompañe Dios!... La vida no es más que eso: ¡un día un beso y otro un adiós!... No lloren la despedida, ¡que no muere el que se va!... Quien bien quiere nunca olvida... Y al fin la vida ¡lo volverá!...",,
40,A oscuras,1941,Héctor Marcó,"Decís que soy culpable de toda tu tristeza, que todo en torno mío se vuelve sinsabor, que al darme tu cariño perdiste la cabeza como por una copa repleta de licor. Yo quiero que medites, con calma y sin reproche, y que en las aguas mansas de mi sinceridad claves tus ojos negros, sombreados por mi noche y un rayo de tu vida me dé su claridad.  A oscuras, yo sentí tu primer beso. A oscuras me llamó tu corazón. Y mi alegría fue cantando en la arboleda por aquella calle larga de nuestra unión...  A oscuras hoy me muero por tu olvido. A oscuras voy sangrando en mi dolor. Y ni la luna, ni cien soles ni cien lunas quebrarán estas tinieblas donde me perdió tu amor...",,
41,A Pablo Neruda,,Héctor Negro,"Estás en los hondos y claros poemas de amor, residente en la tierra. Con ansias de hondero entusiasta volcás tu fervor, en la luz que se aferra. El alma profunda de Chile irredento, recorre tu voz. Y todo se torna poesía en tu acento, tan cerca del hombre y de Dios.  Pasaron las uvas y el viento entre tus temblores y la mordedura de un viejo dolor. Las fiebres de España manchada de sangre, banderas caídas y flores, sobre tantos pechos abiertos al sol.  Y fuiste el Pablo de todos, el Pablo gigante que el fuego encendió. Con un vendaval de poesía cargado de vida que al hombre llegó.  Estás en la sabia memoria que no te olvidó, con tus odas sembradas. Volvés con los vientos marinos cargados de adiós, de esperanza templada. El alma de América toda, poetas, Vallejos, Tuñón…, saludan tu paso, tu canto y tus ecos, que se alzan, que vuelven, que son…",,
42,A pan y agua,,Enrique Cadícamo,"En mi triste evocación surge el tiempo que se fue. ¡Cuántos años han pasado y parece que fuera ayer! ¿Dónde está la que amé? ¿Dónde está la que olvidé? El recuerdo me entristece y anochece en mi corazón.  Viejo Palermo de entonces hoy regresas a mi mente. Cuántos amigos ausentes como yo recordarán... esas noches de verbena, esas noches de alegría, y este tango que se oía entre copas de champán...  (Hablado) A pan y agua...  Tango que viene de lejos a acariciar mis oídos como un recuerdo querido con melancólicos dejos. Tango querido de ayer, qué ventarrón te alejó. Junto con ella te has ido y hoy la trae tu evocación.",,
43,A pesar de todo,1935,Carlos Pesce,"Las últimas hojas que caen del invierno el fin de mis días parece anunciar, si vieras, viejita, qué noche más larga... no pude, un momento, los ojos cerrar. Estoy desahuciado, no tengo esperanza, la fiebre maldita machaca mi ser; y un frío terrible penetra en mis huesos, y estoy sin aliento de tanto toser.  ¡Por lo que más quieras, decile a la ingrata!, que no se avergüence, que me venga a ver; ¡que a pesar de todo... la sigo queriendo con las mismas ansias que la quise ayer.  Por ella que ha sido la luz de mi vida en horas felices de nuestra pasión, por ella me muero llevando en el alma tan sólo el recuerdo de aquella traición. Qué frío que siento, qué fiebre que tengo, qué gusto la Virgen de hacerme sufrir, ¡qué obscuro se ha puesto, parece de noche... tápame viejita que quiero dormir!",,
44,A pesar de…,,Mónica Fazzini,"Aunque tus huestes olvidaron la destreza, aunque tus huesos ya no sean como el gres, cuando hasta el blanco fuga ya de tu cabeza mientras la panza no te deja ver los pies; sigo admirando el resplandor de tus hazañas, sigo buscando algún destello en tu apagón, hallo tesoros en tus quiebres y en tu calma. Soy compañera de tu abismo y de tu sol.  Hoy, que el ayer sólo es humo de alborada de una costa muy lejana y el futuro se estrechó, sé que nada importa tanto como el amor. Como el amor. A pesar de lo que tiembla o callado languidece, en rutinas de cocina o en un sillón, nuestra casa aún palpita. Eso es amor.  Hoy, las luciérnagas son ecos del pasado que filtran risas de un humor de juventud y, sin embargo, en este ocaso capturamos más de una de ellas con su prisa y con su luz. Yo sigo envuelta en la canción de tus alondras, mis laberintos aún se aquietan con tu voz. Y es tu manía abrir senderos en mis rocas. No es imprudente aseverar que esto es amor.",,
45,A qué has venido,,Emilio Magaldi,"A qué has venido, si yo no te he llamado, no quiero verte ni preciso tus caricias. Esta es mi pieza, la que ayer, junto a tu lado, jamás pensaba con tu pérfida mentira. Esa es la puerta, gobelino de la vida, la que te llama con sus locas tentaciones, por ahí saliste, muy cargada de ambiciones, y sin pensar que triste adentro me quedaba solo yo.  Ya no recuerdo tu querer, ni vive aquel amor que antes te confiara. Muchas veces pregunté si un hombre puede amar, después de una traición. Por qué volver a recordar la angustia que sufrí, cuando por ti lloraba. Si un pecado cometí quizás aquello fue de haberte amado así.  A qué has venido, si ya nada ha quedado, un largo trecho para siempre nos separa. Vos allá arriba, flor mimada de los grandes, yo siempre abajo, sin más gloria que mis males. Pero cuidado, que tal vez allá en la cumbre, donde hoy sonríes con el precio de tus carnes, mueras de frío por el hielo que allá invade cuando ya no tengas brillo ni el encanto de mujer.",,
46,A quién le puede importar,,Enrique Cadícamo,"Gime, bandoneón, grave y rezongón en la nocturna verbena. En mi corazón tu gangoso son hace más honda mi pena. Con tu viruta sentimental vas enredando mi viejo mal, un viejo mal que me ha dejado enamorado, arrinconado, y olvidado para siempre. Sin una sola caricia que mi tristeza mitigue su risa mala me persigue y me persigue, mientras sigue tu responso, ¡bandoneón!  A quién le puede importar ¡che bandoneón! que he sido bueno. A quién le puede importar  el novelón del mal ajeno. Si a ella que fue mi querer no le importó mi abatimiento. A quién le puede importar ¡che bandoneón! mi sufrimiento.  Suena menos gris tango, para mí. Sé que jamás la encontraré. Te saldré a bailar para disfrazar el drama que llevo adentro. En otros brazos me engañaré, en otras bocas me aturdiré aunque sus ojos y su risa me persigan y me sigan y me digan que la quiero. Iré a borrar el fantasma de aquel amor siempre atento, así termina este lamento y el tormento de este cruento sufrimiento... ¡Bandoneón !",,
47,A Raúl Berón,2011,Marta Pizzo,"  Miel tristeza de su voz, amado oficio de cantar. Intimo gorjeo de tenor que al alma supo apasionar, fue su aliento luz de fiesta impregnado en cada orquesta compañera de su andar.   Su grandeza de varón, eterno amigo y soñador. En cada acento la emoción es terciopelo de dolor. Hay un tango que lo espera como flor de enredadera que ha perdido su color.  “Late un corazón…” Raúl así cantaba. Enciende la milonga su lumbre acompasada y en un eterno idilio, te evoca la canción. “… déjalo latir”, la vida palpitaba. Perfuma los recuerdos, la danza enamorada, y un mar baila en sus olas nostalgias de Berón.  Eco hermano fue tu voz, que hizo a mis manos inspirar. Pájaro tanguero… ¡Qué dulzor dejó en mi piano tu vibrar! Un acorde en la memoria me solfea tanta historia que pudimos abrazar.  ?Un destino sin perdón quiso apagarte el esplendor, mas no pudo silenciar de tu garganta tanto amor. ¡Corazón que late fuerte, algún verso ha de traerte, siempre estás, Berón cantor!  (Coda) ¡Corazón que late fuerte, algún verso ha de traerte, siempre estás, Raúl Berón!",,
48,A remolque,,Delmiro Pereyra,"Con el “chefún” sobre la oreja echado y con un aire de loco y matón va por la calle un taita encurdelado tocando puerto en todo bodegón. Le pega al drogui en cuanto se levanta y triste fin el pobre ha de tener, él se la piya por una percanta que no ha sido fiel a su querer.  Vuelta a vuelta sus amigos a remolque lo conducen al bulín. Él su bronca siempre ahoga con ginebra o pipermint. El espiante de la ingrata le dio vuelta la zabeca, toda su fe muriose sobre la mesa de un almacén.  Cuando feliz su viola acariciaba, por ella fue calandria o ruiseñor, más de una vez las cuerdas él mojaba al lagrimear la paica de su amor. Y como un gil, al verse abandonado, como era cruel la bronca que ligó, mató su pena con siete ginebras y de allí curdela se volvió.",,
49,A rienda suelta,1926,Ángel Marino,"No te cabriés si ves que a rienda suelta me ves volcar el codo a mi favor y en la mitad del trecho darme vuelta pa’ campanear mi efecto de rigor. Quiero cruzar el disco bien entero pa’ que después no puedas chamuyar que yo perdí quizá por ser tanguero, y que me sé muy bien acomodar...  El mistongo berretín que vos tenés de pasar por mi bulín con tu bacán, es un dique sin razón pues ya sabés no me ha de hacer achicar ningún Julián. Y si un día quien te engrupe te da el opio sin sentir no sé... pero palpito que te has de arrepentir.  A perdonar mujer yo me adelanto porque ya sé cual ha de ser tu fin y derramar sabrás amargo llanto, al recordar la ausencia del bulín. Y sufrirás las mismas desventuras que sentirán tus viejos al probar el amargor fatal de tus locuras y el desamor ganado en tu rodar...  Yo no quiero que pensés que soy capaz de hacer daño porque sí, menos a vos, (porque al fin lo que pasó no vuelve más fue sólo una ilusión entre los dos). Quién nos dice que mañana de pura casualidad nos vayamos buscando en nuestra soledad...",,
50,A río revuelto,,Alejandro Szwarcman,"A río revuelto se mueren los peces Los cielos se incendian el pasto no crece La vida no vive, el sol no amanece A río revuelto, quién gana y quién pierde  A río revuelto no llama el amigo Se angustia el vecino cerrando el postigo La noche desierta, no tiene testigos Y así cada uno, se mira su ombligo  A río revuelto se secan las flores Se pudre el futuro, se van los mejores Y empiezan a oírse a los predicadores Quién gana y quién pierde a río revuelto Quien gana y quién pierde, quien gana y quién pierde  A río revuelto es moneda corriente Tomar al mediocre por inteligente Que al más indecente lo elija la gente A río revuelto quién gana y quién pierde  A río revuelto se frota las manos La sucia moral del dinero profano Poniéndole precio a los seres humanos Igual que en la arena del circo romano  A río revuelto, quién gana y quién pierde Si el miedo anda suelto y el hambre, nos muerde Si el sol del futuro, aún está verde Quién gana y quién pierde, a río revuelto Quién gana y quien pierde, quién gana y quien pierde",,
